4,1,2,4,2,225,217,135,127,1,2,15.06,1
4,2,2,4,2,225,222.04,135,132.04,1,2,16.309,1
4,3,2,4,2,225,222.33,135,132.33,1,-1,49.756,0
4,4,2,4,2,225,220.52,135,130.52,1,2,5.7652,1
4,5,2,4,2,225,222.23,135,132.23,1,2,4.4329,1
4,6,1,4,1,225,227.66,315,317.66,0,2,5.4488,0
4,7,1,4,1,225,229.48,315,319.48,0,2,21.306,0
4,8,2,4,1,225,230.06,135,140.06,0,1,0.85113,1
4,9,1,4,2,225,222.2,315,312.2,1,1,1.9341,0
4,10,1,4,1,225,229.54,315,319.54,0,2,935.75,0
4,11,2,4,2,225,219.92,135,129.92,1,1,2.1505,0
4,12,1,4,1,225,230.19,315,320.19,0,1,2.4338,1
4,13,2,4,1,225,227.81,135,137.81,0,1,1.2678,1
4,14,2,4,2,225,222.34,135,132.34,1,1,3.8994,0
4,15,1,4,1,225,229.48,315,319.48,0,1,0.53471,1
4,16,2,4,1,225,227.77,135,137.77,0,1,0.93469,1
4,17,2,4,1,225,227.66,135,137.66,0,2,39.578,0
4,18,2,4,1,225,229.48,135,139.48,0,2,4.5994,0
4,19,1,4,1,225,230.06,315,320.06,0,2,14.094,0
4,20,1,4,1,225,230.19,315,320.19,0,1,6.0316,1
4,21,2,4,1,225,227.81,135,137.81,0,1,12.461,1
4,22,1,4,1,225,227.66,315,317.66,0,1,3.3829,1
4,23,1,4,1,225,227.65,315,317.65,0,1,15.976,1
4,24,1,4,2,225,222.35,315,312.35,1,1,16.509,0
4,25,1,4,2,225,220.52,315,310.52,1,1,14.343,0
4,26,1,4,1,225,230.06,315,320.06,0,2,109.64,0
4,27,1,4,1,225,230.19,315,320.19,0,2,4.5323,0
4,28,2,4,1,225,230.21,135,140.21,0,1,11.578,1
4,29,2,4,1,225,227.81,135,137.81,0,1,2.5503,1
4,30,2,4,2,225,222.34,135,132.34,1,1,15.692,0
